id,symbol,contract,right,strike,expiry,qty,entry_time,entry_price,underlying_at_entry,entry_reason,exit_time,exit_price,exit_reason,pnl,pnl_pct
89f6a0b2,SPY,SPY260914C00760000,C,760.0,2026-09-14,1,2026-09-14T15:52:19.409791+00:00,1.4,760.2490844726562,ORB15/1.25,2026-09-14T15:52:19.714158+00:00,1.65997314453125,expired,26.00,0.1857
35eb604d,SPY,SPY260915P00758000,P,758.0,2026-09-15,1,2026-09-15T16:53:22.598697+00:00,1.04,757.7000122070312,ORB15/1.25,2026-09-15T16:53:22.880260+00:00,0.1400146484375,expired,-90.00,-0.8654
a6a92287,SPY,SPY260916C00760000,C,760.0,2026-09-16,1,2026-09-16T15:37:38.812063+00:00,2.69,760.47998046875,ORB15/1.25,2026-09-16T15:37:39.090774+00:00,0.19000244140625,expired,-250.00,-0.9294
63758c2d,QQQ,QQQ260918P00717000,P,717.0,2026-09-18,1,2026-09-18T17:30:10.284193+00:00,0.7,716.780029296875,ORB15/1.25,2026-09-18T17:30:10.407529+00:00,0.0,expired,-70.00,-1.0000
